# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = noname_3.data.R
# init = 2 (Default)
# random
#   seed = 8675309
# output
#   file = noname_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-29.9835,0.953891,0.240333,4,15,0,33.8793,5.74459,13.2028,18.3989,22.5675,19.6993,4.26869,-14.0213,-6.8269,1.93722,21.4057,-3.83184,-4.28258,-4.69789,-3.34766,-4.16279,-3.56998,-4.51159,-3.94583,23.229,18.8401,10.1834,4.69927,-12.3792,1.9679,21.1468,30.1145
-29.237,0.899553,0.240333,4,15,0,34.1812,6.81868,8.67943,13.35,18.5962,9.87166,7.47864,-16.8646,-5.79505,11.209,24.3586,-4.10393,-3.78292,-4.01512,-3.31778,-4.66977,-3.50763,-3.45211,-4.04501,23.0764,6.14228,16.3139,11.0501,-23.5156,-14.3412,26.5222,22.5976
-25.3749,0.643182,0.240333,4,15,0,32.8074,1.6539,9.84941,15.3556,11.7972,10.8113,17.7801,-4.52969,-1.25672,10.4365,21.4182,-3.98228,-3.29362,-4.06409,-3.79704,-3.19307,-3.33788,-3.50755,-3.9462,-1.00189,-2.53698,21.2707,9.16401,-7.83618,-13.8024,-17.7589,44.7535
-23.741,0.999672,0.240333,5,31,0,29.2234,8.20677,10.0829,4.04699,10.2109,-12.7165,7.55331,2.86423,8.21484,9.29096,8.77558,-4.90198,-3.24596,-3.87592,-3.3181,-3.20834,-3.53193,-3.60076,-3.82535,9.70133,14.7272,-9.7208,10.3717,-0.801241,-2.05501,8.58241,7.54902
-24.4335,0.981385,0.240333,5,31,0,32.03,4.22068,7.02681,6.64691,-2.78491,4.93018,-7.06791,-4.29665,-7.30058,6.37527,-6.88052,-4.64022,-3.80309,-3.81435,-4.13463,-3.18325,-3.60154,-3.8972,-4.35942,9.22071,-6.74,7.04161,-10.6707,-8.80639,-0.46564,-5.46632,-0.564144
-21.5744,0.883177,0.240333,4,31,0,29.404,0.681498,7.81884,2.86529,0.933038,8.87665,6.80572,0.224458,-1.27132,6.87192,16.6228,-5.03089,-3.47123,-3.96703,-3.31699,-3.12542,-3.33815,-3.84069,-3.84229,-3.41852,-4.76906,11.7609,9.90865,-5.00494,-6.53877,16.066,36.5573
-23.4932,0.703864,0.240333,3,15,0,27.147,6.55894,6.08837,7.41966,1.18519,8.16854,2.92117,-0.961803,-10.0647,6.34726,16.2844,-4.56821,-3.45373,-3.93515,-3.38558,-3.11617,-3.82274,-3.90046,-3.83764,0.779833,3.13972,7.42371,-11.4464,4.95079,-23.6338,-10.3425,29.1602
-29.8811,0.625565,0.240333,4,15,0,32.3045,-0.7503,27.784,25.1026,6.7531,4.18997,-1.54651,3.89586,-15.8503,24.7656,5.67753,-3.64564,-3.2293,-3.7925,-3.61866,-3.26412,-4.49011,-3.45039,-3.871,35.3805,21.2029,-17.6141,0.550626,-1.13454,-6.84422,30.2142,8.61322
-23.1602,0.964486,0.240333,4,31,0,33.568,2.44104,11.4132,7.3662,8.43795,-1.1618,2.8284,-2.78467,-10.5664,20.6086,0.155447,-4.57311,-3.22248,-3.69813,-3.38874,-3.13582,-3.86965,-3.25555,-4.02581,22.6829,-2.84197,7.01902,1.91776,4.22947,-0.855967,9.46399,-3.54954
-18.4019,0.958221,0.240333,4,31,0,26.6136,7.94776,2.53598,9.61678,4.77375,10.5462,6.80671,4.429,8.02476,1.58016,12.7029,-4.37797,-3.27357,-4.04992,-3.31699,-3.2981,-3.52075,-4.56958,-3.81007,1.90342,11.2577,2.08924,14.5702,7.64906,-10.683,-2.54758,56.9325
-18.6537,0.478774,0.240333,4,15,0,25.7286,5.2317,5.35563,3.133,9.96199,6.64274,6.12638,8.02995,5.22892,11.8766,15.428,-5.00114,-3.24077,-3.87313,-3.31999,-3.6195,-3.39073,-3.409,-3.82745,-6.83774,4.60223,32.6768,19.5516,12.0505,7.11792,17.3508,-23.6796
-22.4413,0.966082,0.240333,4,31,0,26.5415,3.61249,7.22076,11.168,7.20241,-6.28347,-8.60843,5.70686,8.63432,13.7476,11.7432,-4.25658,-3.2247,-3.71258,-4.32354,-3.39383,-3.55767,-3.31194,-3.80941,32.1928,8.1989,-7.27342,-7.68726,19.2645,8.35385,18.3888,31.2492
-25.6457,0.457137,0.240333,5,31,0,34.2329,3.79017,11.9859,16.7827,4.18967,-8.7295,25.1219,-5.13659,11.154,15.3336,5.47968,-3.90661,-3.29412,-3.75564,-4.67387,-3.22179,-3.74288,-3.25707,-3.87492,12.1897,-6.10475,-30.7538,24.6936,1.50838,10.1545,20.6728,61.8568
-21.7822,0.997216,0.240333,4,15,0,29.4961,6.25937,5.63386,-0.411102,2.89501,1.43327,18.5065,10.5864,2.33022,8.93088,5.84347,-5.42075,-3.35183,-3.72991,-3.86393,-3.94483,-3.32415,-3.63277,-3.8678,7.04661,-4.76868,-32.7139,24.2878,9.70222,18.7468,-0.0884029,-16.1117
-23.7939,0.991903,0.240333,5,31,0,29.8178,0.0363449,9.59314,19.8106,8.92864,4.76093,-2.30524,-4.22132,-5.01753,11.0393,-12.2999,-3.77603,-3.22584,-3.80917,-3.67463,-3.18022,-3.46646,-3.46378,-4.72055,-1.69076,16.9621,13.2271,31.9217,1.44981,8.99017,6.25156,6.78516
-22.3842,0.997207,0.240333,5,31,0,28.138,7.33033,6.59472,-2.35179,17.0253,-0.429564,1.66453,3.51254,7.68438,14.7697,10.5911,-5.67417,-3.6288,-3.70443,-3.43447,-3.24186,-3.50147,-3.2737,-3.81237,14.128,24.4696,-8.10983,6.00415,10.5724,7.97707,0.350264,29.8866
-21.3776,0.879069,0.240333,4,15,0,25.6254,3.71777,8.58907,1.87456,11.5353,2.82952,5.80993,0.0134055,5.45156,18.5451,14.878,-5.14374,-3.28402,-3.7579,-3.32269,-3.1225,-3.39872,-3.22301,-3.82209,4.64834,14.9444,-0.978373,4.00106,4.31916,2.22621,10.4077,-1.28199
-24.7006,0.946552,0.240333,4,15,0,27.6738,9.98919,9.70427,22.8779,2.58786,13.5878,1.6671,-3.56927,16.4839,8.21688,8.19124,-3.68529,-3.36798,-4.22894,-3.43435,-3.15691,-4.30755,-3.70007,-3.8317,19.7104,-16.6286,-7.77004,-6.13871,-12.9344,6.3475,-5.01252,-22.4389
-18.7044,0.907075,0.240333,4,15,0,27.848,6.77686,4.92239,1.64047,7.41027,6.51705,11.0632,8.57136,10.1588,13.3733,13.7497,-5.17104,-3.22326,-3.86843,-3.38505,-3.68166,-3.66346,-3.32856,-3.81403,-4.64658,0.0103788,10.6402,17.2761,13.1947,6.42845,26.5439,-32.7935
-20.0852,0.966897,0.240333,3,15,0,22.7225,8.34007,6.1431,-1.44828,9.90476,2.82,11.5284,7.24191,4.8702,12.8779,10.5778,-5.5541,-3.23966,-3.75768,-3.40157,-3.53548,-3.37873,-3.3527,-3.81243,-6.12485,9.16384,4.44573,15.8806,-0.079739,-4.65937,8.10036,17.666
-23.0791,0.814265,0.240333,4,15,0,29.4177,5.80127,8.07913,-1.19537,17.8545,7.66625,9.9573,8.30697,2.01366,2.47114,2.47717,-5.52114,-3.70708,-3.91373,-3.35297,-3.65085,-3.32108,-4.42725,-3.94926,-11.1916,35.5589,13.5522,12.2894,7.63703,-1.14044,22.4041,-37.5282
-18.5908,0.74958,0.240333,4,15,0,29.4856,4.91378,3.70741,-0.922864,1.9605,7.94773,7.74398,10.6827,8.76556,3.92153,6.77412,-5.48595,-3.4039,-3.92561,-3.31912,-3.95867,-3.56602,-4.21254,-3.85146,-9.14076,5.2067,0.520878,-1.48907,11.4426,15.5075,14.8238,23.5327
-13.968,0.965024,0.240333,4,31,0,22.321,6.71799,2.36049,5.69771,5.46588,7.8245,6.79067,11.5855,6.68216,4.15274,4.95763,-4.7323,-3.25363,-3.92037,-3.31701,-4.0939,-3.45025,-4.18026,-3.88585,12.6073,-13.6692,-19.1232,-2.5572,15.8067,-18.7696,4.67423,7.84181
-14.6282,0.890727,0.240333,3,7,0,18.1762,5.31611,3.67491,3.69997,7.72146,5.52143,8.72375,8.81375,4.48873,3.7111,5.1964,-4.93919,-3.22191,-3.83335,-3.32911,-3.71067,-3.36713,-4.24239,-3.88074,-6.28962,8.1007,11.3046,16.7475,-2.17735,-9.05687,1.05968,-1.31331
-11.6293,0.9295,0.240333,3,15,0,18.6353,5.98874,2.31194,7.56589,3.73466,4.29539,2.59887,6.66389,5.0395,8.24194,6.69195,-4.55488,-3.31249,-3.79548,-3.39688,-3.47873,-3.38426,-3.69762,-3.85279,-4.96378,15.8928,-3.61701,-6.00319,-0.564284,-0.284838,21.7662,14.6183
-10.4555,0.96337,0.240333,3,15,0,15.3145,2.59639,1.46091,1.27137,5.28243,4.69769,4.03551,1.43681,2.76243,2.40856,4.05054,-5.21459,-3.25845,-3.80726,-3.35315,-3.15282,-3.32967,-4.43699,-3.90683,7.02875,20.1108,15.3339,7.78047,-6.15895,-7.40435,0.434057,-19.8245
-11.8962,0.784444,0.240333,3,7,0,14.5182,4.08481,2.28997,8.67012,3.69727,1.6789,4.93073,2.44482,4.62421,6.99909,3.67239,-4.45731,-3.31409,-3.73429,-3.33453,-3.18942,-3.37111,-3.82662,-3.91633,-11.046,9.81452,-11.5578,13.5388,0.337552,5.46212,9.07192,-3.20948
-17.2109,0.454851,0.240333,4,31,0,19.9121,6.42334,5.11792,5.18537,13.6648,9.93594,7.89306,6.52524,5.20936,6.22247,8.99309,-4.78367,-3.38197,-4.01836,-3.32013,-3.46573,-3.39005,-3.91507,-3.82326,19.5044,28.8114,9.16217,19.3641,0.332834,9.39387,4.00915,-9.57149
-8.95897,0.872052,0.240333,3,15,0,17.6659,6.11713,1.05085,7.90557,6.30882,4.68752,5.35625,5.52353,7.3866,7.82957,4.72112,-4.52429,-3.23582,-3.80695,-3.328,-3.37886,-3.48538,-3.73871,-3.89107,-8.90925,2.677,-7.01166,-8.9896,-1.3944,23.2332,-3.76364,-6.22765
-8.76811,0.187256,0.240333,3,7,0,13.3821,6.17496,1.27509,6.74394,4.67024,6.71479,5.24632,5.40279,8.58223,5.82245,7.53352,-4.63103,-3.27696,-3.87586,-3.32954,-3.36922,-3.5544,-3.96299,-3.8401,10.9343,-18.933,-20.6667,13.7713,16.3476,11.1976,6.86755,-46.9888
-8.76811,0.149569,0.240333,2,3,0,13.3537,6.17496,1.27509,6.74394,4.67024,6.71479,5.24632,5.40279,8.58223,5.82245,7.53352,-4.63103,-3.27696,-3.87586,-3.32954,-3.36922,-3.5544,-3.96299,-3.8401,-0.19217,18.8595,29.1791,1.29107,5.65759,20.7413,10.1802,23.9823
-8.84985,0.215441,0.240333,2,3,0,13.0218,5.96785,0.993235,8.32355,4.59963,5.84398,5.27226,5.31099,6.11804,7.90319,5.95864,-4.48735,-3.27934,-3.84429,-3.32917,-3.36202,-3.42508,-3.73125,-3.86563,-23.8239,3.88551,19.6418,-10.1383,-4.82203,-5.98255,16.1318,-10.5478
-8.84985,0.0690465,0.240333,3,7,0,12.7731,5.96785,0.993235,8.32355,4.59963,5.84398,5.27226,5.31099,6.11804,7.90319,5.95864,-4.48735,-3.27934,-3.84429,-3.32917,-3.36202,-3.42508,-3.73125,-3.86563,17.2486,8.94962,-1.97076,0.402579,2.16733,4.59378,11.7414,30.6473
-8.84985,8.94893e-14,0.240333,1,1,0,14.5552,5.96785,0.993235,8.32355,4.59963,5.84398,5.27226,5.31099,6.11804,7.90319,5.95864,-4.48735,-3.27934,-3.84429,-3.32917,-3.36202,-3.42508,-3.73125,-3.86563,7.65259,15.4131,10.0972,4.22202,6.01881,-14.5998,-2.71175,-8.04461
-8.84985,0.04492,0.240333,2,3,0,16.1751,5.96785,0.993235,8.32355,4.59963,5.84398,5.27226,5.31099,6.11804,7.90319,5.95864,-4.48735,-3.27934,-3.84429,-3.32917,-3.36202,-3.42508,-3.73125,-3.86563,17.7449,2.09478,25.4106,18.855,-1.95966,2.31267,0.180134,15.4725
-6.71589,0.333333,0.240333,2,3,0,10.8879,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,-14.6093,20.6198,-44.9818,14.7908,4.5892,13.465,11.534,4.93685
-6.71589,0.000459293,0.240333,1,3,1,11.059,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,0.75506,3.09252,20.9678,10.1327,18.842,-0.423095,11.8774,-20.3863
-6.71589,2.34731e-105,0.240333,1,1,0,12.5954,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,15.1542,3.78966,-6.60843,-2.12893,-5.31153,1.76183,22.7873,6.89152
-6.71589,0.0446625,0.240333,2,3,0,8.19235,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,13.3544,7.53277,23.7894,4.94742,3.40146,13.9544,5.92288,12.5863
-6.71589,0.000300607,0.240333,1,2,1,9.81374,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,26.0235,4.81357,18.1289,6.18316,-14.7387,-3.44837,-5.73897,15.5058
-6.71589,1.3679e-07,0.240333,1,3,1,13.3197,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,11.209,5.54692,-6.58942,13.5714,2.75901,10.7285,2.94266,-19.7524
-6.71589,0.0120939,0.240333,2,5,1,10.8757,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,10.8551,4.91323,26.3575,4.51759,17.0335,-7.00212,-1.73306,8.28098
-6.71589,0.0258639,0.240333,2,3,0,8.79252,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,-12.6002,6.68376,29.5783,14.767,0.104124,4.14044,10.6387,20.5928
-6.71589,2.30297e-93,0.240333,1,1,0,11.6533,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,-7.89778,7.58631,19.5044,8.66429,2.57592,6.48384,8.75192,9.58542
-6.71589,0.00350959,0.240333,2,3,0,10.5535,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,14.9652,16.1068,3.28962,-4.3112,-1.9975,18.3654,-2.54113,-19.8905
-6.71589,0.0134665,0.240333,4,15,0,11.9718,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,27.1453,1.12837,-11.7503,18.0497,6.10838,-11.7995,11.0514,-5.60552
-6.71589,2.4008e-05,0.240333,2,3,0,11.391,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,16.6977,0.3142,8.43662,24.2245,-0.75397,17.0933,-4.8213,22.8363
-6.71589,0.0421239,0.240333,2,3,0,10.832,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,19.2725,-8.64089,8.5678,-14.9306,1.69454,14.0913,11.1607,-4.91402
-6.71589,0.000576144,0.240333,3,7,0,18.1062,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,28.2624,7.99568,17.5511,10.3762,11.1172,-3.57214,-3.28768,12.8609
-6.71589,0.00228824,0.240333,3,7,0,14.5171,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,20.2359,13.151,44.4537,-9.50811,-9.57923,13.3808,14.1835,-14.5534
-6.71589,4.97783e-05,0.240333,3,7,0,12.7572,5.80029,0.944285,5.89903,4.33183,6.06075,4.20801,5.30323,6.84828,5.96082,4.92238,-4.71244,-3.2888,-3.85187,-3.34905,-3.36141,-3.45817,-3.94623,-3.88661,-4.28753,-0.414861,21.0271,0.180883,21.1556,26.003,14.0721,-36.1609
-8.14702,0.0691502,0.240333,3,7,0,10.5148,4.68622,1.10821,4.86384,4.05738,5.99719,4.45709,3.92716,6.39898,6.84688,5.55572,-4.8165,-3.29924,-3.84963,-3.34355,-3.26602,-3.43728,-3.84348,-3.8734,20.8277,11.0596,2.35524,-6.56481,-1.9733,-1.94946,6.75899,-2.0541
-8.14702,0.144531,0.240333,2,3,0,11.2221,4.68622,1.10821,4.86384,4.05738,5.99719,4.45709,3.92716,6.39898,6.84688,5.55572,-4.8165,-3.29924,-3.84963,-3.34355,-3.26602,-3.43728,-3.84348,-3.8734,-8.67548,3.40775,-12.8956,11.912,12.493,-1.47744,11.1435,7.98918
-6.33067,0.142909,0.240333,3,7,0,9.29926,4.50037,1.19197,5.96056,4.73051,5.34027,4.58028,3.40366,5.65349,5.0919,3.80846,-4.7064,-3.27497,-3.82739,-3.34103,-3.23587,-3.40632,-4.05462,-3.91286,2.2251,7.89567,16.8911,21.832,-6.87901,16.8686,11.1103,-1.97192
-6.33067,0.00261016,0.240333,3,7,0,14.4164,4.50037,1.19197,5.96056,4.73051,5.34027,4.58028,3.40366,5.65349,5.0919,3.80846,-4.7064,-3.27497,-3.82739,-3.34103,-3.23587,-3.40632,-4.05462,-3.91286,10.7983,-2.88684,-2.95678,4.09131,-4.20349,19.3537,4.3645,3.30694
-11.5193,0.264738,0.240333,2,5,1,12.3202,3.52987,2.24802,1.9275,6.60396,3.74025,3.58405,2.71017,2.62855,2.67498,6.76093,-5.1376,-3.23127,-3.78026,-3.36505,-3.20113,-3.32779,-4.3958,-3.85167,-1.16207,-4.20522,3.27696,8.4803,10.2709,-11.3455,3.59669,-21.0398
-10.1297,0.478753,0.240333,3,7,0,14.754,4.30567,1.87294,3.35024,4.33388,4.36011,3.03868,3.65788,1.50713,7.05173,3.17536,-4.97723,-3.28873,-3.79733,-3.38168,-3.25009,-3.3179,-3.82085,-3.92949,-16.2461,-2.51466,5.16306,5.1802,-8.91282,13.6235,7.84786,-7.39018
-12.6704,0.653246,0.240333,3,7,0,16.2605,5.63822,2.53162,6.26572,3.3884,3.52538,4.60515,5.87375,8.09821,2.257,6.2057,-4.67672,-3.32786,-3.77469,-3.34053,-3.40782,-3.52503,-4.46073,-3.86112,17.6216,9.34951,27.5292,0.355823,5.42541,16.9257,-2.63856,15.4834
-10.7314,1,0.240333,3,7,0,15.6643,5.93976,1.87009,4.17252,6.03576,6.28926,5.60009,3.78519,3.33344,8.51602,4.5162,-4.88865,-3.24081,-3.86006,-3.32493,-3.25751,-3.33933,-3.67125,-3.89574,15.1124,23.6057,11.3572,24.2806,-4.93903,7.4902,-1.71168,12.7456
-15.998,0.412967,0.240333,3,7,0,16.9796,5.26668,4.41867,13.4598,5.89913,8.38615,1.37978,2.05648,3.61639,6.83295,7.03624,-4.0968,-3.24359,-3.94474,-3.44736,-3.17383,-3.34512,-3.84504,-3.84733,17.3111,7.88007,-17.4932,-6.26506,-5.20511,6.81979,15.0319,-0.147934
-18.5949,0.706268,0.240333,2,7,0,20.9871,7.2656,5.88231,15.2523,5.06827,11.8154,0.314,1.60212,2.91981,10.4517,8.22265,-3.98811,-3.2645,-4.12023,-3.50156,-3.15796,-3.33206,-3.50641,-3.83133,37.6619,7.14557,-17.0375,-4.97076,-1.83519,17.13,18.9468,-0.746728
-20.6508,0.978821,0.240333,4,15,0,24.8857,3.65649,5.68942,-4.2954,5.62664,-2.50905,11.6671,7.5453,6.02538,4.7831,-0.816922,-5.94475,-3.24969,-3.692,-3.40684,-3.56692,-3.42119,-4.09496,-4.06282,-0.428636,13.9717,-5.43724,9.21469,16.8048,-2.98851,3.63899,-4.95867
-20.6196,1,0.240333,4,15,0,25.4829,3.50208,6.63364,6.15806,13.8202,2.55054,14.868,-0.357996,-3.84516,6.83153,2.18088,-4.68715,-3.3909,-3.7517,-3.57264,-3.11871,-3.41384,-3.8452,-3.9581,35.4768,22.9274,-1.36168,2.97009,15.0481,4.72212,-8.35454,19.075
-26.0344,0.847265,0.240333,4,15,0,30.3015,5.14267,13.8353,25.5031,11.9331,-9.17194,-2.22947,14.0264,-1.49626,8.1844,15.6932,-3.64084,-3.29887,-3.76593,-3.66883,-4.50995,-3.34258,-3.70325,-3.83036,48.0485,3.10265,-6.23598,15.1018,3.90483,-1.89227,21.9218,23.8027
-25.2623,0.994015,0.240333,5,31,0,31.1031,-0.634659,11.0796,5.81538,0.247747,7.3452,2.52052,-15.554,12.0487,5.7604,1.19617,-4.72067,-3.52201,-3.90056,-3.39975,-4.42369,-3.82127,-3.97056,-3.98944,4.98437,-18.436,30.8795,-4.45235,-3.71342,7.1404,-1.37709,5.9446
-22.2515,0.757492,0.240333,4,15,0,32.0197,2.9196,6.46234,15.9143,8.67169,10.5493,-6.24952,-4.96106,-1.44605,11.6493,0.26212,-3.95158,-3.22378,-4.05009,-4.04225,-3.21301,-3.34156,-3.42318,-4.02193,32.7774,2.73619,39.9078,-8.73166,-13.3311,0.587368,28.1787,30.478
-14.6326,0.68963,0.240333,4,15,0,25.7833,5.67543,2.44197,3.17475,3.61313,1.9654,8.37213,7.4078,6.42229,4.10687,9.64642,-4.99653,-3.31775,-3.73968,-3.32461,-3.55253,-3.43833,-4.18662,-3.81786,19.3128,-24.4315,11.3579,-9.25965,12.9458,9.7172,17.1885,14.2137
-21.337,0.571226,0.240333,4,15,0,23.8222,6.53245,8.38847,15.4281,7.71524,17.1857,-0.189472,2.39797,0.213085,14.3381,2.95927,-3.97822,-3.22193,-4.48735,-3.53042,-3.18744,-3.31939,-3.28857,-3.93544,5.38202,12.9627,4.4931,9.93486,0.410676,18.0967,26.7012,-1.24401
