# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = noname_2.data.R
# init = 2 (Default)
# random
#   seed = 8675309
# output
#   file = noname_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-11.1466,0.868736,0.157283,5,47,0,18.3555,1.6759,2.00276,1.45098,-1.01703,1.90369,2.57607,-0.291261,3.36804,3.33087,-0.220133,-5.19332,-3.62806,-3.73849,-3.39771,-3.11926,-3.34001,-4.29744,-4.03976,13.6609,0.875855,29.2195,2.62981,0.363153,-5.80517,4.55634,-10.4341
-10.826,0.76311,0.157283,4,15,0,13.8021,0.622497,1.8038,2.52735,-0.236645,-0.724527,2.5863,-0.346749,1.87908,3.76671,0.298612,-5.06889,-3.56074,-3.70164,-3.39733,-3.1188,-3.32003,-4.23446,-4.02061,1.7754,11.8814,-26.7892,3.18289,6.37185,11.529,2.27834,-3.14948
-8.79241,0.897747,0.157283,4,23,0,14.6741,3.73563,1.2177,2.73145,4.54058,5.02248,2.23385,1.73274,4.64857,2.64986,3.27002,-5.04588,-3.28136,-3.81723,-3.4107,-3.16226,-3.37184,-4.39966,-3.92692,29.1323,-0.692737,25.109,6.68661,-6.87408,25.3489,10.2422,-34.8632
-4.81325,0.769164,0.157283,4,31,0,12.1886,6.62588,1.10338,6.64034,6.06587,7.13919,6.52885,5.66777,6.92629,7.44177,6.45541,-4.64084,-3.24023,-3.89231,-3.31775,-3.3906,-3.46196,-3.7789,-3.85675,8.34473,13.4012,17.5654,2.17,12.8118,37.1587,12.869,23.626
-7.62351,0.582693,0.157283,3,15,0,12.0687,6.23655,1.18072,5.05837,6.15503,6.98557,6.59586,4.40319,6.63886,7.52768,4.8413,-4.79659,-3.23854,-3.88628,-3.31751,-3.29638,-3.44823,-3.76987,-3.8884,17.5484,12.7634,9.09401,1.5393,13.7883,3.50821,-2.30147,6.92785
-5.57647,0.822773,0.157283,3,7,0,9.21602,5.99609,1.05962,5.6147,5.52689,6.96929,7.43019,6.56561,5.81354,6.76727,5.87372,-4.74055,-3.25211,-3.88564,-3.3176,-3.46949,-3.41258,-3.85239,-3.86723,-9.0408,10.6055,26.7906,5.44405,-5.32333,-14.2961,19.9412,17.0016
-3.76092,0.38427,0.157283,1,3,0,8.45706,5.65023,0.91928,5.54979,5.28886,6.13193,6.11217,6.03513,6.04659,6.68071,6.04819,-4.74702,-3.25827,-3.8544,-3.32009,-3.42168,-3.42207,-3.86216,-3.86398,-18.8527,10.4286,-22.8531,10.8964,5.35525,-1.60788,3.39622,25.3424
-5.93029,0.917637,0.157283,2,3,0,6.69305,6.21981,0.874173,5.48969,5.11764,5.78447,7.83784,5.58708,6.15339,6.14567,5.48642,-4.75302,-3.26306,-3.84224,-3.31973,-3.384,-3.42658,-3.92415,-3.87478,20.9353,2.84962,-22.6625,-22.4608,-3.52968,9.35547,0.335066,-8.09291
-8.98718,0.0981306,0.157283,3,7,0,11.0896,6.70042,1.28958,6.39331,6.6518,5.24762,4.7437,6.34543,4.55985,5.31115,6.7366,-4.66443,-3.23061,-3.82439,-3.33787,-3.44922,-3.3692,-4.02656,-3.85206,-10.6169,17.8352,-14.8578,22.3683,0.30141,-7.29167,-4.32196,-9.25995
-8.23027,0.621647,0.157283,3,7,0,14.5282,5.72114,1.11504,8.13687,5.92884,6.21584,4.08092,6.2573,4.43886,6.49664,5.62215,-4.50375,-3.24297,-3.85741,-3.35204,-3.44128,-3.3657,-3.88316,-3.87208,-3.83434,1.6648,-1.92055,1.92052,-0.797694,-9.50505,-1.34632,-25.1655
-10.2581,0.716417,0.157283,3,7,0,13.1075,6.19968,1.44075,4.03009,6.64553,4.51362,8.42606,6.09944,8.09236,6.03433,5.26233,-4.90378,-3.2307,-3.80179,-3.32524,-3.42729,-3.52469,-3.93741,-3.87937,-17.7425,-0.343205,19.3555,15.7488,7.40805,17.5027,-5.95325,25.8087
-6.93713,0.884196,0.157283,2,7,0,11.2016,6.10168,1.46056,5.98345,5.75287,4.53944,7.05866,6.78923,6.30841,6.04893,5.69374,-4.70416,-3.24677,-3.80255,-3.31685,-3.49068,-3.43328,-3.93566,-3.87068,14.1188,17.7859,12.201,16.2816,10.2577,-13.9878,12.8373,-6.28583
-7.9351,0.684803,0.157283,2,7,0,10.2907,5.15681,1.05999,4.76109,4.82046,7.36123,5.18094,6.27736,4.91105,6.08041,3.642,-4.82709,-3.27207,-3.9012,-3.33051,-3.44308,-3.38004,-3.93191,-3.91711,5.12414,-7.1695,27.3395,-8.6076,11.8309,11.243,6.23623,-16.289
-6.94155,0.228376,0.157283,3,7,0,13.7003,5.62293,1.0741,6.48631,4.95575,4.77245,6.11266,5.04913,6.41891,6.98122,7.44,-4.65552,-3.26786,-3.80952,-3.32009,-3.34204,-3.43818,-3.82859,-3.8414,12.1312,6.65352,17.2149,-22.3063,-1.00524,28.4758,-7.19439,20.1727
-6.94155,0.089456,0.157283,3,7,0,12.6156,5.62293,1.0741,6.48631,4.95575,4.77245,6.11266,5.04913,6.41891,6.98122,7.44,-4.65552,-3.26786,-3.80952,-3.32009,-3.34204,-3.43818,-3.82859,-3.8414,25.2241,6.35474,4.4532,-4.74012,-7.95143,8.2298,-0.563821,19.7691
-3.27905,0.404878,0.157283,2,5,1,7.99037,5.55679,0.691318,4.71443,5.78489,6.45305,5.72929,6.12219,6.05363,5.72991,6.09075,-4.83192,-3.24606,-3.86606,-3.32351,-3.42928,-3.42237,-3.9743,-3.8632,28.1875,-0.51863,5.8687,24.2258,10.6294,1.75943,12.1204,18.5603
-3.27905,0.0180704,0.157283,2,3,0,10.6406,5.55679,0.691318,4.71443,5.78489,6.45305,5.72929,6.12219,6.05363,5.72991,6.09075,-4.83192,-3.24606,-3.86606,-3.32351,-3.42928,-3.42237,-3.9743,-3.8632,-10.9877,6.0536,4.76767,-2.43084,11.7982,4.42287,5.71058,-3.98564
-7.24793,0.297529,0.157283,2,3,0,9.37088,6.11406,0.587956,5.93894,5.08897,5.73644,5.601,6.78261,4.86941,6.39986,7.4616,-4.70852,-3.26389,-3.8406,-3.32492,-3.49005,-3.3787,-3.89434,-3.8411,-9.36716,-8.0405,3.85314,-11.9561,-12.2514,-2.9667,1.12927,21.369
-4.23789,0.333334,0.157283,2,3,0,8.56406,6.2686,0.777893,6.85234,5.18844,5.99902,6.38782,7.02062,5.39022,5.8321,6.69906,-4.62082,-3.26105,-3.8497,-3.31838,-3.51326,-3.39648,-3.96181,-3.85267,-37.0002,1.13631,9.16258,9.9636,15.6758,8.61046,13.4642,-15.5284
-7.7377,0.0801304,0.157283,3,7,0,11.4702,5.66202,0.80557,6.69571,4.47315,6.69734,7.15849,6.55686,6.27804,6.29464,4.92499,-4.63559,-3.28372,-3.8752,-3.31694,-3.46867,-3.43195,-3.9066,-3.88656,7.96158,5.99707,6.93402,16.9346,10.4011,3.53892,30.1596,25.2059
-7.7377,0.000221575,0.157283,3,15,0,11.4534,5.66202,0.80557,6.69571,4.47315,6.69734,7.15849,6.55686,6.27804,6.29464,4.92499,-4.63559,-3.28372,-3.8752,-3.31694,-3.46867,-3.43195,-3.9066,-3.88656,4.02702,14.4443,-34.5343,28.9486,-9.68462,-21.3401,9.81664,-7.4417
-11.2015,0.857594,0.157283,3,7,0,13.772,4.14456,2.20946,6.1013,7.38575,2.39859,2.506,4.01177,3.72232,3.57122,6.43848,-4.69266,-3.22341,-3.74845,-3.40029,-3.27121,-3.34746,-4.26247,-3.85704,12.4473,10.2366,-12.043,-19.2582,-2.97127,-8.24335,-2.21652,27.7563
-7.42154,0.997615,0.157283,3,7,0,12.6125,5.18923,1.46141,4.79355,6.59127,3.71427,4.94415,5.92515,4.94584,4.27012,4.58141,-4.82374,-3.23145,-3.77958,-3.3343,-3.4122,-3.38117,-4.16407,-3.89424,-11.337,5.75481,15.5015,9.64617,3.84056,1.33743,11.5158,5.30537
-9.62687,0.760871,0.157283,4,31,0,13.6899,7.31231,1.81123,7.05099,4.67836,8.78663,7.67087,5.84689,7.0808,8.66012,7.79764,-4.60224,-3.27669,-3.96286,-3.31869,-3.40555,-3.46963,-3.65769,-3.83656,22.9735,-6.56901,-9.47809,13.2374,18.0881,11.1069,26.7572,11.3479
-11.4324,0.807219,0.157283,4,15,0,17.3768,6.89,1.40803,6.38448,7.83171,7.7696,5.78638,6.79232,2.54864,6.38511,7.26788,-4.66528,-3.22167,-3.91806,-3.32292,-3.49098,-3.32674,-3.89605,-3.84387,13.918,12.6157,-14.6286,-7.36556,0.449123,4.53995,7.90832,-11.43
-12.6202,1,0.157283,4,15,0,15.6323,6.89278,2.63371,7.40547,5.43764,5.62114,7.36582,6.21267,11.6037,6.87763,5.60033,-4.56951,-3.25435,-3.83669,-3.31739,-3.43729,-3.78146,-3.84006,-3.87251,-9.06596,-0.0219019,-23.9933,-9.79819,8.28161,14.064,20.8791,-11.536
-11.6421,0.953127,0.157283,3,15,0,16.0853,6.13837,1.5964,6.59209,8.32749,5.85102,5.66358,7.6054,3.11817,9.40408,5.49161,-4.64543,-3.22206,-3.84454,-3.32421,-3.57328,-3.33537,-3.59097,-3.87468,11.1778,2.05085,8.04175,-1.95163,11.4675,-1.92286,8.47068,15.8564
-13.1678,0.933043,0.157283,4,31,0,16.6773,9.02227,1.56858,10.7446,8.20589,9.20584,9.98453,6.80604,11.8964,6.27055,10.7393,-4.28866,-3.22174,-3.98251,-3.35364,-3.4923,-3.80746,-3.90942,-3.81176,-2.90445,5.27509,30.0254,-7.21853,5.75127,12.1455,1.82097,6.73503
-16.258,0.916908,0.157283,4,15,0,18.8417,7.58459,3.82685,2.1809,9.6603,9.08848,9.46573,8.00366,5.48154,13.1213,5.59606,-5.10838,-3.23531,-3.97694,-3.34196,-3.61657,-3.39983,-3.34053,-3.8726,7.62495,5.66616,-3.75385,21.4129,-1.78148,-1.92535,5.95263,-0.579379
-20.7305,0.97969,0.157283,4,15,0,23.4,8.28043,6.3667,4.39575,10.0488,6.1828,12.5675,6.14465,10.7243,22.2567,7.3388,-4.86512,-3.24251,-3.85622,-3.44492,-3.43126,-3.70759,-3.31212,-3.84284,17.4345,22.0326,-14.4212,-1.10976,-9.3914,14.0294,31.4882,33.558
-17.3301,0.998062,0.157283,5,31,0,24.2944,12.1728,2.65964,14.1843,11.6145,13.7609,11.6301,15.1275,9.17238,7.91349,15.3048,-4.05115,-3.28685,-4.24021,-3.40542,-4.7217,-3.59282,-3.73021,-3.82616,8.52519,22.4461,22.3764,23.9033,-1.16593,8.7018,10.1197,12.4201
-14.481,0.971625,0.157283,4,15,0,19.9,10.1524,1.61899,10.4336,10.8393,10.3855,12.696,6.31126,12.4482,10.8702,12.8054,-4.31272,-3.26183,-4.04147,-3.4509,-3.44613,-3.85841,-3.4757,-3.81031,13.9621,20.0091,32.0652,4.50621,23.72,8.64508,9.9223,-11.9532
-14.8056,0.899001,0.157283,4,15,0,19.3593,10.0066,3.46743,12.3338,12.2607,9.65761,9.82544,11.0485,5.83478,10.9615,7.77732,-4.17239,-3.31229,-4.00445,-3.34982,-4.01226,-3.41343,-3.46923,-3.83683,22.3127,16.72,60.7371,6.04981,11.9408,10.9223,12.3323,23.9821
-18.7095,0.954634,0.157283,4,31,0,25.9254,9.07078,2.23747,10.9638,8.54123,7.4202,9.71727,7.99814,7.04566,14.0729,1.49409,-4.27195,-3.22299,-3.9036,-3.34734,-3.61596,-3.46787,-3.29864,-3.97964,-20.2658,1.6114,15.154,6.38689,-0.835074,1.6273,33.6586,-17.0827
-23.4984,0.997095,0.157283,4,31,0,26.5838,3.45885,6.02966,18.7683,12.3485,11.5024,4.79036,12.1091,-1.07547,6.97072,-1.81477,-3.81638,-3.31607,-4.10231,-3.33701,-4.17696,-3.33463,-3.82975,-4.10383,21.8991,27.3587,11.0544,-19.0081,10.9924,-9.40592,8.22977,-10.6663
-20.7125,0.988263,0.157283,5,31,0,26.1178,9.47534,6.46939,9.59721,6.90696,14.0556,13.4419,1.35497,9.38247,3.4892,14.0332,-4.37957,-3.2275,-4.25968,-3.48831,-3.1504,-3.60719,-4.27434,-3.81569,40.0319,8.07892,19.6047,6.61364,8.8324,5.5758,0.669797,1.56656
-21.2643,0.977447,0.157283,5,63,0,30.548,-0.622106,7.00704,-2.92528,4.62186,4.89186,3.2709,-8.96062,-2.6948,10.2501,-5.25969,-5.75226,-3.27858,-3.81317,-3.3743,-3.50735,-3.37325,-3.52183,-4.26903,6.89204,22.8186,-16.3105,5.60131,10.3382,-4.90298,-0.926779,-5.81745
-26.1503,0.980993,0.157283,5,31,0,31.4544,8.63027,11.7607,24.4622,13.3093,-8.42775,15.383,10.0947,3.88961,6.33984,25.002,-3.6548,-3.36247,-3.74907,-3.60722,-3.87599,-3.35134,-3.90132,-4.07019,21.7664,18.3693,-13.0887,39.4228,13.3357,3.52943,10.5059,48.9538
-29.2728,0.999359,0.157283,5,31,0,32.2722,4.93969,13.0767,20.9893,23.833,-1.52076,25.0255,3.12516,-7.5625,12.0713,26.7257,-3.73621,-4.47494,-3.6958,-4.65947,-3.22121,-3.61979,-3.39727,-4.14395,10.2494,29.2371,18.4701,25.0469,8.89057,7.40412,8.75502,21.0235
-29.4494,0.999324,0.157283,6,63,0,35.7246,-0.142249,11.9621,20.5896,-8.33215,-2.47416,-13.6839,12.7313,-1.36571,1.45016,-12.1343,-3.74902,-4.55522,-3.69207,-5.0847,-4.28004,-3.33996,-4.59101,-4.70818,21.2076,-21.164,4.91962,-7.00868,12.9062,12.6174,6.58023,-38.171
-26.5292,0.931887,0.157283,5,31,0,40.8045,-2.95191,9.61879,-2.37453,9.42183,-5.6819,16.3441,-6.32574,13.1002,7.3873,0.741563,-5.67724,-3.23163,-3.70558,-3.67763,-3.29125,-3.92185,-3.78467,-4.00492,5.7394,3.69855,8.72094,20.9837,-9.26231,-7.68254,-1.89629,-11.8991
-25.1706,0.999898,0.157283,5,31,0,30.6515,7.69817,11.4963,28.0865,-4.39909,2.06751,3.74706,-0.187939,-8.41557,12.0603,6.63846,-3.62701,-3.99021,-3.74168,-3.36056,-3.12023,-3.68317,-3.39793,-3.85367,33.7351,-12.594,13.0257,-8.92385,18.2015,-4.81871,11.184,-7.20313
-23.7464,0.917436,0.157283,5,63,0,31.4832,1.62979,9.7999,11.5699,-8.41694,12.8171,2.22429,1.8965,-4.24741,4.8352,12.7939,-4.22687,-4.5691,-4.18016,-3.41108,-3.16795,-3.43062,-4.08808,-3.81028,16.6732,9.93916,18.7903,-4.45522,18.6102,21.6564,7.26682,-7.11951
-26.1778,0.982875,0.157283,5,31,0,34.7046,2.50965,6.42596,2.0851,-7.45764,18.9162,7.61315,8.75439,-7.46056,8.74365,5.78766,-5.11939,-4.41622,-4.62965,-3.31839,-3.7035,-3.61262,-3.64992,-3.86887,24.0376,0.24473,32.7603,1.45905,2.31422,-25.9619,-1.12229,34.9292
