# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = noname_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = noname_4.data.R
# init = 2 (Default)
# random
#   seed = 8675309
# output
#   file = noname_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,y_hat.1,y_hat.2,y_hat.3,y_hat.4,y_hat.5,y_hat.6,y_hat.7,y_hat.8
-20.5975,0.96814,0.257534,4,15,0,25.2419,3.77331,6.12026,8.57663,2.74726,-1.49609,-1.01586,6.33108,2.82733,-3.5646,-3.09817,-4.46536,-3.35948,-3.69594,-3.58235,-3.44792,-3.33063,-5.54668,-4.16109,6.57863,5.81423,9.9651,-10.9962,16.0681,15.6532,1.36048,-8.01217
-22.4418,0.978934,0.257534,4,15,0,26.0611,0.465593,5.41339,-1.52474,-11.8361,-6.50586,2.96462,-6.02838,0.737937,4.0861,1.69386,-5.56412,-5.18887,-3.71553,-3.38412,-3.27224,-3.31712,-4.18951,-3.97322,-13.5254,-26.1835,20.9515,6.64091,0.00701046,-8.10225,-12.3398,37.1075
-18.7305,0.971036,0.257534,4,15,0,25.1259,5.8256,4.71613,7.47211,5.71848,7.17663,-0.608218,3.23434,0.0322958,-1.03209,3.49717,-4.56342,-3.24755,-3.8938,-3.55603,-3.22684,-3.3207,-5.03263,-3.92088,5.65646,14.6414,27.2671,19.3206,9.21505,4.94522,13.8662,52.7382
-14.6937,0.960514,0.257534,4,15,0,22.3269,2.57294,3.8415,0.2987,2.24718,1.55379,7.39786,1.68862,2.54897,8.15722,2.49391,-5.33224,-3.387,-3.73203,-3.31749,-3.16078,-3.32675,-3.70593,-3.94876,21.8333,-3.85119,-9.26385,40.0348,-11.2481,6.33142,-4.33721,9.115
-16.8552,0.929554,0.257534,4,15,0,22.4011,1.18408,4.90147,7.99116,1.25762,2.92106,3.25263,-1.32356,-1.66694,-1.24236,4.88552,-4.51666,-3.44882,-3.76,-3.37486,-3.11681,-3.34622,-5.07287,-3.88742,-2.62494,7.08706,24.5907,19.433,-13.2133,14.6979,-8.04025,12.2639
-16.4296,0.937592,0.257534,4,23,0,20.2692,9.46151,2.66759,14.6388,7.66524,9.85928,12.3951,7.79821,7.11702,4.9544,12.0277,-4.0237,-3.22208,-4.0145,-3.43711,-3.59399,-3.47145,-4.07246,-3.80931,-3.88648,9.72588,21.0803,-14.1247,-1.4262,-0.153684,-5.40566,28.3696
-15.9452,0.921469,0.257534,3,7,0,20.1983,7.26172,4.20089,4.2038,11.5808,10.2363,7.67665,7.05592,3.61493,9.16643,10.4628,-4.88534,-3.28564,-4.03372,-3.31873,-3.51677,-3.34509,-3.61168,-3.81296,2.17698,18.5426,14.9584,-3.87372,10.1308,15.8392,19.5582,16.4978
-16.6511,0.96668,0.257534,3,7,0,21.672,7.03961,3.77689,1.62056,9.09072,11.8372,9.13865,6.94755,4.27399,7.64501,10.867,-5.17338,-3.22747,-4.12149,-3.33573,-3.50606,-3.36113,-3.75765,-3.81129,-10.8996,10.0384,-31.3311,-3.96099,-8.74145,-1.79933,6.65247,-2.81305
-14.7745,0.986196,0.257534,5,47,0,20.7507,5.34128,2.48534,0.635437,8.29678,5.01486,5.25938,6.27601,3.81787,6.05826,10.2132,-5.29103,-3.22196,-3.81699,-3.32935,-3.44296,-3.34965,-3.93455,-3.81424,-5.06905,18.8954,-2.71933,7.31765,21.6982,13.4063,13.2985,10.1851
-16.0461,0.757974,0.257534,3,7,0,22.6257,7.53032,2.17334,13.6639,4.50419,8.2731,8.60751,7.88327,9.19987,8.24424,3.54426,-4.08371,-3.28263,-3.93974,-3.32751,-3.60328,-3.59468,-3.6974,-3.91965,9.70062,1.04826,21.439,28.5472,2.43112,31.4028,4.15538,16.8396
-15.4781,0.95221,0.257534,3,7,0,19.3421,7.03179,3.93786,2.5317,9.20573,8.48767,6.13243,5.93295,4.69192,7.33024,11.5628,-5.0684,-3.22879,-3.94927,-3.31994,-3.41287,-3.37316,-3.79074,-3.80961,-10.3991,12.8041,-1.4805,4.53393,11.126,-3.94332,13.4045,4.82141
-14.5592,0.935038,0.257534,3,7,0,23.4378,5.45726,1.50819,8.54925,5.00933,4.99136,5.91684,5.44194,9.52701,2.42248,6.55387,-4.46773,-3.26624,-3.81626,-3.32168,-3.37233,-3.61729,-4.43482,-3.85508,-1.06831,-9.9356,-7.32308,1.53955,5.81803,19.4416,-3.83891,39.5315
-14.5592,0.115496,0.257534,2,3,0,19.2794,5.45726,1.50819,8.54925,5.00933,4.99136,5.91684,5.44194,9.52701,2.42248,6.55387,-4.46773,-3.26624,-3.81626,-3.32168,-3.37233,-3.61729,-4.43482,-3.85508,13.9712,-2.75636,41.8846,10.045,9.49402,-0.120017,-3.56027,22.4842
-9.75178,0.981038,0.257534,2,3,0,15.373,5.09865,1.47192,7.41176,6.25066,4.99687,5.94212,4.79791,7.68907,3.57332,4.75158,-4.56893,-3.23682,-3.81643,-3.32146,-3.32367,-3.50173,-4.26217,-3.89039,8.73523,19.4818,-8.41112,4.98928,-4.29009,9.48381,15.4548,-0.358874
-9.70789,0.551741,0.257534,3,7,0,13.03,6.10038,1.61418,6.15583,7.25131,3.66869,6.91983,5.93664,6.05949,5.27913,3.41507,-4.68736,-3.22433,-3.77839,-3.31686,-3.41318,-3.42261,-4.03063,-3.92305,10.5426,18.8235,23.7325,-5.88169,18.6805,17.8389,-10.9421,55.7095
-9.86154,0.210854,0.257534,2,3,0,16.7041,6.531,1.95779,6.0118,6.4504,6.64739,7.1007,5.12263,4.97191,4.10557,7.70982,-4.70139,-3.23353,-3.87331,-3.31688,-3.34756,-3.38202,-4.1868,-3.83771,4.09411,5.40805,6.55994,2.51738,4.46546,16.0504,0.398886,34.3878
-14.3892,0.482921,0.257534,4,19,0,20.263,11.6,2.02717,10.0482,9.16295,9.79769,13.7498,9.86601,9.8355,8.84735,10.1579,-4.34314,-3.22829,-4.01141,-3.5051,-3.84499,-3.63942,-3.64038,-3.81455,38.2179,-8.6977,15.5422,15.8825,3.86308,21.8399,13.792,-6.31005
-13.6818,0.974833,0.257534,3,7,0,19.3419,10.5578,2.18763,7.74059,8.6778,9.11913,8.62543,8.20588,10.7514,11.9048,7.65839,-4.53909,-3.22382,-3.97839,-3.32775,-3.6393,-3.70976,-3.40728,-3.8384,10.6764,11.1244,-15.926,1.69579,-1.50376,5.57445,15.9154,27.475
-17.3444,0.921627,0.257534,3,7,0,20.4125,9.84495,5.03669,14.5175,7.75859,7.87716,12.3913,8.10897,8.46146,6.13443,12.0729,-4.03094,-3.22182,-3.92261,-3.43694,-3.62834,-3.54689,-3.92548,-3.80932,7.55049,-6.522,-15.1728,10.876,-2.46637,-0.0668096,10.3186,18.1316
-17.7468,0.954361,0.257534,4,23,0,25.1103,-0.664226,4.78235,-0.918321,6.12988,-4.79037,-2.92231,-1.07407,-0.0411529,7.17885,-2.54421,-5.48536,-3.23901,-3.69779,-3.72366,-3.1162,-3.32131,-3.80701,-4.13575,-2.45429,-5.6008,-10.8016,-9.55498,-5.07233,-7.16258,17.9679,-40.6639
-17.1384,0.931549,0.257534,3,7,0,21.6637,-2.84116,3.53954,2.83108,-1.69306,-0.11912,-4.68984,-1.56721,-0.603925,-1.97405,-6.86048,-5.03471,-3.6913,-3.70774,-3.88151,-3.11815,-3.32746,-5.21634,-4.35826,-9.52823,2.67676,-0.922583,-8.29713,17.7799,-6.78781,4.97836,9.35337
-15.2152,0.961342,0.257534,3,7,0,21.4605,-1.05673,3.23562,-1.3475,0.0528665,-0.00867918,-1.00571,-2.35375,-3.75022,3.29202,4.33652,-5.54093,-3.53731,-3.709,-3.58167,-3.12748,-3.41008,-4.30315,-3.89994,-7.45786,-1.77636,-3.97549,18.5286,1.0467,-3.56641,6.88071,20.8442
-14.776,0.963421,0.257534,3,7,0,20.5616,-0.125717,2.84608,1.45458,0.242846,-0.644738,3.52175,2.09899,1.79148,-1.65327,-4.4569,-5.1929,-3.52239,-3.70236,-3.36683,-3.17545,-3.31942,-5.15278,-4.22726,-26.4513,-0.869414,19.4052,3.862,-8.48934,5.49743,12.992,19.8993
-12.5055,0.980383,0.257534,4,23,0,17.9284,9.13308,2.89996,10.2332,8.77261,10.0472,8.25381,9.07864,6.56231,10.3455,11.5489,-4.32845,-3.22451,-4.02401,-3.32333,-3.74319,-3.44468,-3.51448,-3.80962,1.40776,24.185,5.60737,3.51095,3.85262,36.8258,12.156,5.50385
-12.3635,0.963956,0.257534,3,7,0,15.6344,9.6593,2.49995,9.00422,7.90308,10.9365,10.5131,8.76896,6.79714,9.38091,11.7017,-4.42885,-3.22157,-4.07088,-3.36783,-3.70525,-3.45571,-3.59297,-3.80945,21.0971,6.56849,22.3916,28.5012,10.8518,10.4017,-0.352376,56.0051
-12.2293,0.767764,0.257534,3,15,0,18.8079,5.71156,2.91891,9.23407,8.60593,7.02844,5.9903,6.31307,4.70751,8.65525,6.05711,-4.40957,-3.22336,-3.88795,-3.32105,-3.44629,-3.37363,-3.65814,-3.86381,25.4954,6.37514,11.3583,3.1318,2.77486,0.047608,0.567333,20.4625
-8.44309,0.943913,0.257534,3,7,0,13.6989,6.72517,1.31926,7.21603,8.44542,6.45317,7.37007,6.37082,9.36287,6.8864,6.58012,-4.58693,-3.22252,-3.86606,-3.3174,-3.45153,-3.60583,-3.83908,-3.85464,-9.23582,20.2458,-11.9042,19.4643,6.91209,46.0451,-7.80928,38.881
-8.44309,0.00873284,0.257534,2,3,0,12.1108,6.72517,1.31926,7.21603,8.44542,6.45317,7.37007,6.37082,9.36287,6.8864,6.58012,-4.58693,-3.22252,-3.86606,-3.3174,-3.45153,-3.60583,-3.83908,-3.85464,-0.935493,5.5113,-20.9465,16.6181,2.27686,19.5292,2.21884,35.8277
-12.0593,0.101012,0.257534,3,7,0,17.8858,6.94122,1.1686,6.10119,8.21624,6.47391,5.19193,8.45062,5.02911,5.01676,4.86734,-4.69267,-3.22176,-3.86683,-3.33034,-3.66749,-3.38392,-4.06435,-3.88782,4.7281,22.1745,-13.1645,17.1728,10.3203,-1.03808,13.8509,-5.38263
-11.6361,0.269929,0.257534,2,3,0,15.4508,5.39485,1.12314,5.60792,7.7701,5.73753,3.90686,7.93675,7.04438,5.80316,6.59601,-4.74122,-3.22179,-3.84064,-3.35637,-3.60916,-3.4678,-3.96534,-3.85438,27.2538,-5.13695,30.8726,-14.6599,16.4348,-1.81426,5.29041,-6.80681
-7.91911,0.521785,0.257534,4,23,0,13.1891,7.07696,1.20697,7.59439,5.0799,7.75061,8.78084,5.85952,7.62571,7.03351,7.04123,-4.5523,-3.26416,-3.91726,-3.32994,-3.40661,-3.49824,-3.82284,-3.84726,-0.695267,-6.69993,-7.70398,6.48336,13.848,23.5096,9.8764,3.40016
-7.91911,0.0029427,0.257534,3,7,0,15.2033,7.07696,1.20697,7.59439,5.0799,7.75061,8.78084,5.85952,7.62571,7.03351,7.04123,-4.5523,-3.26416,-3.91726,-3.32994,-3.40661,-3.49824,-3.82284,-3.84726,18.1598,4.21782,14.1031,18.4111,11.9017,3.44247,20.2554,-18.7027
-7.91911,8.84819e-06,0.257534,3,10,1,17.8444,7.07696,1.20697,7.59439,5.0799,7.75061,8.78084,5.85952,7.62571,7.03351,7.04123,-4.5523,-3.26416,-3.91726,-3.32994,-3.40661,-3.49824,-3.82284,-3.84726,-5.16128,-11.3969,12.5895,11.8252,11.3693,0.621714,3.431,-19.6597
-10.9138,0.0157682,0.257534,2,7,0,14.5353,7.07741,1.26797,7.66926,3.82872,5.89105,8.10032,6.43613,4.89937,6.47375,6.71634,-4.54552,-3.30852,-3.84592,-3.32184,-3.4575,-3.37966,-3.8858,-3.85239,9.45043,-0.39433,5.50826,11.031,0.11931,8.45837,-7.67831,3.04608
-9.67278,0.407667,0.257534,2,3,0,14.4646,5.69326,1.27247,6.19145,5.86129,5.65278,6.80593,6.94512,9.01201,6.65368,6.13045,-4.68391,-3.24439,-3.83776,-3.31699,-3.50582,-3.58209,-3.86522,-3.86248,28.8722,-11.6288,-11.6349,6.69028,5.0774,2.22335,-1.52709,4.54397
-9.67278,0.0840322,0.257534,3,7,0,14.455,5.69326,1.27247,6.19145,5.86129,5.65278,6.80593,6.94512,9.01201,6.65368,6.13045,-4.68391,-3.24439,-3.83776,-3.31699,-3.50582,-3.58209,-3.86522,-3.86248,-5.45085,-2.03385,43.2118,13.064,8.6791,10.2686,20.8555,35.9829
-12.6277,0.198386,0.257534,2,7,0,16.5145,6.82049,1.50785,4.9319,5.83736,6.33456,6.74972,4.72917,7.42795,5.66303,2.71637,-4.80952,-3.24491,-3.86171,-3.31709,-3.31878,-3.48757,-3.98253,-3.94231,16.4442,4.01119,7.33536,20.432,12.1179,-10.4951,21.1929,19.6402
-13.5772,0.842326,0.257534,3,15,0,16.7117,7.7764,3.18046,8.14694,8.29726,6.11147,6.98491,6.83785,5.89327,7.6929,13.2321,-4.50286,-3.22197,-3.85367,-3.31683,-3.49537,-3.41578,-3.7527,-3.81165,-26.7783,0.233066,-9.91392,14.8319,10.4968,4.18376,5.49645,10.5771
-17.2907,0.917492,0.257534,3,15,0,19.0529,6.21912,4.2507,7.85,3.01948,11.9494,3.02186,2.76581,8.88167,6.22529,12.8107,-4.52926,-3.34555,-4.12802,-3.38223,-3.2037,-3.57353,-3.91474,-3.81032,17.0548,-0.967215,-12.695,15.6143,-4.65207,25.9627,-1.48848,14.8457
-17.9955,0.979182,0.257534,4,15,0,23.5661,9.37665,3.61915,13.3689,13.6063,3.8099,12.9235,9.97219,6.3762,14.8779,5.73953,-4.1027,-3.37868,-3.7821,-3.46182,-3.85931,-3.43627,-3.27026,-3.86979,31.5056,27.606,1.65412,23.2273,9.56328,-1.92684,4.0315,-14.3028
-16.5055,0.738442,0.257534,4,15,0,29.5788,8.78275,2.74376,7.92035,6.4675,13.5253,10.1645,14.0748,6.90622,9.17128,7.8445,-4.52297,-3.23327,-4.2249,-3.35821,-4.51894,-3.46098,-3.61126,-3.83596,0.906139,9.51147,-16.495,5.88651,19.3353,10.783,14.0238,-0.411518
-15.4058,0.993856,0.257534,3,7,0,19.8475,10.4552,2.67748,10.7553,10.482,10.0833,8.83288,12.9756,5.34912,12.4758,7.04031,-4.28783,-3.25232,-4.02585,-3.33072,-4.32182,-3.39499,-3.37411,-3.84727,31.0803,13.0219,-10.5046,8.73609,10.1161,-11.7324,29.2674,2.77973
-19.0836,0.855562,0.257534,3,7,0,21.6586,9.01905,3.76643,7.46506,7.92429,6.8002,7.42519,10.7701,18.5318,10.4187,12.5072,-4.56406,-3.22155,-3.87911,-3.31758,-3.97132,-4.58694,-3.5089,-3.80971,29.2348,-8.8433,10.6602,1.59224,4.36511,9.91875,12.9665,21.3703
-21.8292,0.91615,0.257534,4,15,0,24.8025,2.60976,8.10112,2.94055,6.9322,9.11485,8.01507,-0.202913,-9.75638,2.72454,-2.3623,-5.02249,-3.22722,-3.97819,-3.32109,-3.12009,-3.79493,-4.38822,-4.12764,-21.5625,4.72997,17.674,5.58581,4.80976,-8.67909,-2.66497,18.5988
-22.8269,0.988255,0.257534,4,15,0,28.3037,6.39688,6.52795,17.489,-0.914266,-4.19698,-0.572303,4.81064,16.5901,9.6134,4.85943,-3.8725,-3.61884,-3.69433,-3.55377,-3.32458,-4.32117,-3.5732,-3.888,38.7189,-14.5661,-27.9037,-25.2642,-1.89437,12.6701,10.4737,6.58574
-21.9331,0.948982,0.257534,3,15,0,26.3469,7.65742,9.02718,14.8768,1.50538,-0.0804188,2.64143,5.32095,15.8283,12.0905,3.05441,-4.0097,-3.43242,-3.70818,-3.39533,-3.3628,-4.22542,-3.39614,-3.9328,16.0465,-5.35571,-4.42632,-8.40154,21.601,19.3312,20.3818,-23.5324
-23.8098,0.993658,0.257534,4,15,0,26.9853,-0.294858,10.7724,19.3174,3.37259,-11.5495,4.08508,-0.433988,14.3811,10.1078,0.949571,-3.79452,-3.32859,-3.83429,-3.35194,-3.11814,-4.05672,-3.53296,-3.99775,32.9853,4.05287,8.34493,5.76423,1.67684,25.7377,12.9114,-9.75414
-21.1581,0.98009,0.257534,4,15,0,25.9055,2.82271,8.02792,13.6324,3.16275,0.280646,7.16921,-1.05932,15.7182,12.9623,0.948317,-4.08572,-3.33852,-3.71255,-3.31695,-3.11618,-4.21198,-3.34841,-3.9978,-25.5623,-1.16769,27.0132,18.0367,10.3071,28.1233,14.3336,20.8712
-18.7204,0.99124,0.257534,4,15,0,24.1276,3.82002,2.91809,2.02119,0.869658,0.901616,2.67503,2.45925,-5.91589,2.44243,5.50646,-5.12676,-3.47573,-3.72126,-3.39413,-3.19003,-3.51448,-4.43171,-3.87438,-15.5429,-10.3743,9.01334,6.59243,9.43907,-18.5686,23.4268,26.5601
-14.2044,0.984185,0.257534,4,15,0,20.1186,2.04533,2.88724,2.00821,2.85855,0.0650193,0.0856645,-2.02768,5.05563,4.11221,-1.88211,-5.12826,-3.3537,-3.70988,-3.51439,-3.12268,-3.3848,-4.18588,-4.10671,3.81925,10.6842,13.255,19.5122,-9.28038,9.30935,-8.81448,24.5156
-17.188,0.69748,0.257534,3,15,0,21.7727,6.38364,3.51645,4.71953,2.23914,3.93651,11.4042,10.7564,1.86839,6.26431,9.54569,-4.83139,-3.38746,-3.7855,-3.39699,-3.96933,-3.31995,-3.91016,-3.81861,2.24297,8.35896,-0.621059,26.5617,8.3562,17.9795,-0.823202,-8.26126
-15.6885,0.971284,0.257534,3,7,0,19.8208,6.18226,3.9026,5.19148,2.58714,5.24457,10.2288,8.46372,2.88023,6.9702,10.7607,-4.78305,-3.36802,-3.82429,-3.35991,-3.66902,-3.33144,-3.82981,-3.81168,-13.3129,-14.006,18.7954,6.39259,-1.14984,-0.32408,13.2299,23.571
-12.2079,0.986165,0.257534,3,7,0,17.5089,4.93458,1.82052,6.94755,7.8033,4.8511,2.42403,2.67834,4.18824,6.17512,1.95298,-4.61189,-3.22172,-3.81192,-3.40336,-3.19968,-3.35884,-3.92066,-3.96509,19.712,2.57851,-21.8167,-14.5139,8.7184,0.555073,2.10939,6.29412
-9.19503,0.690377,0.257534,2,3,0,13.9435,4.83147,2.13951,4.27191,4.31126,5.95299,4.44776,5.6137,5.65527,5.83998,4.04537,-4.87815,-3.28956,-3.84808,-3.34375,-3.38617,-3.40639,-3.96085,-3.90696,13.0268,12.4823,22.7338,3.24751,2.17473,10.1767,-7.39879,27.4101
-7.59411,0.521489,0.257534,2,5,0,11.8336,5.6031,1.29137,5.98117,4.42981,4.79193,4.49535,3.9014,4.62623,5.48759,7.04528,-4.70439,-3.28525,-3.81011,-3.34276,-3.26446,-3.37117,-4.00433,-3.84719,21.7749,12.3649,-24.524,16.6058,0.187739,1.7443,14.9291,10.1988
-8.65766,0.418741,0.257534,2,7,1,10.081,6.23947,1.59743,5.31981,6.57896,5.70188,7.19957,6.71607,6.57084,5.70144,3.66924,-4.77008,-3.23162,-3.83942,-3.317,-3.48368,-3.44507,-3.9778,-3.91641,-8.41189,13.7801,9.36588,5.53077,26.1362,-12.2062,4.40056,-15.3445
-9.19673,0.189018,0.257534,2,3,0,11.3839,6.71516,1.79292,5.40563,6.13801,4.77028,6.15405,5.42654,6.46818,5.86096,5.34149,-4.76145,-3.23886,-3.80945,-3.31979,-3.3711,-3.44039,-3.95831,-3.87773,-6.1035,5.41162,-4.78824,-6.83823,3.47324,16.4804,11.26,-20.2474
-8.66285,0.807537,0.257534,2,3,0,11.1848,5.33999,1.63976,7.55203,4.94189,4.09623,6.954,6.66017,5.24508,5.5831,6.22931,-4.55614,-3.26828,-3.78988,-3.31684,-3.47837,-3.3913,-3.99242,-3.8607,3.36748,-8.25932,4.50828,9.94667,3.04859,3.44402,10.2309,18.341
-9.77001,0.432755,0.257534,2,3,0,13.9329,6.01787,1.33296,5.00018,3.97337,7.74249,7.92997,5.0496,5.7165,7.18766,4.7023,-4.80253,-3.30259,-3.91692,-3.32041,-3.34207,-3.40876,-3.80606,-3.8915,13.2566,-5.1425,-9.17206,-6.90426,13.0819,21.1258,0.899293,-20.0101
-12.3065,0.599683,0.257534,3,7,0,15.4049,3.33512,2.57823,6.94403,2.04717,2.16314,2.45196,0.966005,1.60534,6.6152,5.81668,-4.61222,-3.3987,-3.74359,-3.40231,-3.14002,-3.31835,-3.86959,-3.86831,-19.421,-26.8972,4.78069,2.66184,-6.93258,2.04107,20.5713,3.01564
-15.8599,0.739953,0.257534,3,7,0,17.3582,5.03716,4.05822,9.46553,9.73243,5.20274,3.66581,3.49868,5.36696,0.832093,1.82342,-4.39038,-3.23653,-3.82294,-3.36277,-3.24109,-3.39564,-4.69521,-3.96913,33.3451,2.60653,3.02821,11.1959,-14.8579,10.2216,-8.0977,5.77142
-16.4342,0.936278,0.257534,3,15,0,18.6457,3.65992,3.50287,9.26091,10.1709,3.44628,0.163633,-0.486466,6.56046,4.1087,2.02786,-4.40733,-3.24509,-3.77269,-3.50996,-3.11779,-3.4446,-4.18636,-3.96277,11.0966,24.832,-4.57881,8.41629,-19.0975,9.24519,-2.37125,-12.9512
-19.1181,0.901421,0.257534,4,15,0,24.132,2.54938,5.45168,-1.37621,-3.68355,2.07782,6.5772,8.3436,-0.0158785,4.79914,6.56893,-5.54468,-3.90405,-3.74189,-3.31757,-3.65507,-3.3211,-4.09284,-3.85483,3.45892,1.04403,0.546321,14.7562,12.1386,12.3911,3.66323,-13.6108
-12.1217,0.988893,0.257534,3,7,0,21.4384,3.21923,2.14404,4.64839,0.739739,6.41075,2.21027,0.541527,4.65369,5.02023,4.57702,-4.83876,-3.48508,-3.8645,-3.41163,-3.13083,-3.372,-4.0639,-3.89434,2.73118,14.8201,11.0647,-9.66018,-1.94794,-8.42204,6.43483,10.1945
-8.00369,0.497758,0.257534,3,15,0,15.6944,6.71773,1.252,5.27538,7.48036,7.53917,7.19007,8.65211,5.75143,6.93144,6.09216,-4.77456,-3.22287,-3.90847,-3.31698,-3.69124,-3.41012,-3.83409,-3.86317,-1.23313,10.1944,14.7187,27.1675,-5.90281,4.4286,7.40216,-7.11928
-8.00369,0.25609,0.257534,2,3,0,11.0937,6.71773,1.252,5.27538,7.48036,7.53917,7.19007,8.65211,5.75143,6.93144,6.09216,-4.77456,-3.22287,-3.90847,-3.31698,-3.69124,-3.41012,-3.83409,-3.86317,28.009,2.68198,12.0189,1.92273,6.75698,7.23133,-5.95419,39.4562
-8.00369,0.00050597,0.257534,3,11,0,13.2688,6.71773,1.252,5.27538,7.48036,7.53917,7.19007,8.65211,5.75143,6.93144,6.09216,-4.77456,-3.22287,-3.90847,-3.31698,-3.69124,-3.41012,-3.83409,-3.86317,13.1161,5.28569,-17.3249,8.72971,20.589,1.95269,-14.0217,2.3571
-8.00369,0.360419,0.257534,2,3,0,14.9338,6.71773,1.252,5.27538,7.48036,7.53917,7.19007,8.65211,5.75143,6.93144,6.09216,-4.77456,-3.22287,-3.90847,-3.31698,-3.69124,-3.41012,-3.83409,-3.86317,-3.62421,-5.85992,18.6164,21.4383,11.5177,2.08883,-4.59944,39.8609
-8.00369,0.0105646,0.257534,2,3,0,13.2828,6.71773,1.252,5.27538,7.48036,7.53917,7.19007,8.65211,5.75143,6.93144,6.09216,-4.77456,-3.22287,-3.90847,-3.31698,-3.69124,-3.41012,-3.83409,-3.86317,4.38978,3.78309,36.6924,9.68917,2.85356,13.865,-12.4421,11.0685
